,timestamp_started,user_id,event,flyer_id,merchant_id,timestamp_ended
24,2018-10-01 11:35:01-04:00,0017345b89958a1d8cae79020dbbf6e2f687124ae8bf937fa6ed729e66a13f91,list_flyers,,,2018-10-01 11:41:01-04:00
25,2018-10-01 11:31:56-04:00,0017345b89958a1d8cae79020dbbf6e2f687124ae8bf937fa6ed729e66a13f91,shopping_list_open,,,2018-10-01 11:37:56-04:00
26,2018-10-01 11:56:49-04:00,0017345b89958a1d8cae79020dbbf6e2f687124ae8bf937fa6ed729e66a13f91,shopping_list_open,,,2018-10-01 12:05:49-04:00
27,2018-10-01 11:36:26-04:00,0017345b89958a1d8cae79020dbbf6e2f687124ae8bf937fa6ed729e66a13f91,shopping_list_open,,,2018-10-01 11:37:26-04:00
28,2018-10-01 11:36:28-04:00,0017345b89958a1d8cae79020dbbf6e2f687124ae8bf937fa6ed729e66a13f91,shopping_list_open,,,2018-10-01 11:38:28-04:00
29,2018-10-01 10:22:28-04:00,002c17c9db976a1cad3516033b5023c5e11eff08fdbcb151bfa2d3c1b2250e27,favorite,,1166,2018-10-01 10:23:28-04:00
30,2018-10-01 11:54:13-04:00,002c17c9db976a1cad3516033b5023c5e11eff08fdbcb151bfa2d3c1b2250e27,flyer_open,1996683,2053,2018-10-01 12:02:13-04:00
31,2018-10-01 06:38:14-04:00,002c17c9db976a1cad3516033b5023c5e11eff08fdbcb151bfa2d3c1b2250e27,flyer_open,2005246,2156,2018-10-01 06:39:14-04:00
32,2018-10-01 11:26:49-04:00,002c17c9db976a1cad3516033b5023c5e11eff08fdbcb151bfa2d3c1b2250e27,flyer_open,2006609,2354,2018-10-01 11:31:49-04:00
33,2018-10-01 10:56:11-04:00,002c17c9db976a1cad3516033b5023c5e11eff08fdbcb151bfa2d3c1b2250e27,flyer_open,2029202,2455,2018-10-01 10:58:11-04:00
34,2018-10-01 11:36:21-04:00,002c17c9db976a1cad3516033b5023c5e11eff08fdbcb151bfa2d3c1b2250e27,flyer_open,2019160,246,2018-10-01 11:39:21-04:00
35,2018-10-01 09:38:31-04:00,002c17c9db976a1cad3516033b5023c5e11eff08fdbcb151bfa2d3c1b2250e27,flyer_open,1989683,250,2018-10-01 09:39:31-04:00
36,2018-10-01 11:36:10-04:00,002c17c9db976a1cad3516033b5023c5e11eff08fdbcb151bfa2d3c1b2250e27,flyer_open,2016436,2609,2018-10-01 11:43:10-04:00
37,2018-10-01 11:25:30-04:00,002c17c9db976a1cad3516033b5023c5e11eff08fdbcb151bfa2d3c1b2250e27,shopping_list_open,,,2018-10-01 11:31:30-04:00
38,2018-10-01 11:32:19-04:00,00a52eb26d5b84881fea69429e91d2e7e7cb1004db83f867a1a38214da5def41,flyer_open,1996668,2053,2018-10-01 11:40:19-04:00
39,2018-10-01 11:32:11-04:00,00a52eb26d5b84881fea69429e91d2e7e7cb1004db83f867a1a38214da5def41,flyer_open,2020003,2230,2018-10-01 11:35:11-04:00
40,2018-10-01 11:50:39-04:00,00a52eb26d5b84881fea69429e91d2e7e7cb1004db83f867a1a38214da5def41,flyer_open,2000580,246,2018-10-01 11:57:39-04:00
41,2018-10-01 11:15:58-04:00,00d6164ad0d97a07a8ff2fbc6e10352736e4a8c02be283731a20cb261eea4c46,flyer_open,1986366,2051,2018-10-01 11:20:58-04:00
42,2018-10-01 11:28:29-04:00,00d6164ad0d97a07a8ff2fbc6e10352736e4a8c02be283731a20cb261eea4c46,item_open,1998423,245,2018-10-01 11:36:29-04:00
43,2018-10-01 11:34:04-04:00,00d6164ad0d97a07a8ff2fbc6e10352736e4a8c02be283731a20cb261eea4c46,flyer_open,1960380,2484,2018-10-01 11:41:04-04:00
44,2018-10-01 11:32:06-04:00,00d6164ad0d97a07a8ff2fbc6e10352736e4a8c02be283731a20cb261eea4c46,flyer_open,1981131,819,2018-10-01 11:40:06-04:00
45,2018-10-01 09:44:06-04:00,00d6164ad0d97a07a8ff2fbc6e10352736e4a8c02be283731a20cb261eea4c46,shopping_list_open,,,2018-10-01 09:46:06-04:00
46,2018-10-01 11:16:06-04:00,00d6164ad0d97a07a8ff2fbc6e10352736e4a8c02be283731a20cb261eea4c46,shopping_list_open,,,2018-10-01 11:23:06-04:00
47,2018-10-01 11:33:15-04:00,00dbcd0f49522e8614a0e363293b2a371f4083919b5d276524ce7d985970f3de,flyer_open,1993064,2464,2018-10-01 11:42:15-04:00
48,2018-10-01 23:36:43-04:00,00dbcd0f49522e8614a0e363293b2a371f4083919b5d276524ce7d985970f3de,list_flyers,,,2018-10-01 23:38:43-04:00
49,2018-10-01 14:34:56-04:00,00f4a877b16a98a2029279f8be94605978ef71e42ba65b1aed39f193a406f1e1,flyer_open,1949399,2163,2018-10-01 14:39:56-04:00
50,2018-10-01 11:31:08-04:00,00f4a877b16a98a2029279f8be94605978ef71e42ba65b1aed39f193a406f1e1,item_open,2016311,2268,2018-10-01 11:35:08-04:00
51,2018-10-01 11:34:36-04:00,00f4a877b16a98a2029279f8be94605978ef71e42ba65b1aed39f193a406f1e1,item_open,2004908,2345,2018-10-01 11:41:36-04:00
52,2018-10-01 14:49:59-04:00,00f4a877b16a98a2029279f8be94605978ef71e42ba65b1aed39f193a406f1e1,flyer_open,2004910,2345,2018-10-01 14:53:59-04:00
53,2018-10-01 11:35:08-04:00,00f4a877b16a98a2029279f8be94605978ef71e42ba65b1aed39f193a406f1e1,flyer_open,1982988,2366,2018-10-01 11:39:08-04:00
54,2018-10-01 11:59:48-04:00,00f4a877b16a98a2029279f8be94605978ef71e42ba65b1aed39f193a406f1e1,flyer_open,1995035,2462,2018-10-01 12:01:48-04:00
55,2018-10-01 15:38:06-04:00,010c384fb45a8ab5214257d64fe8f276de1ef174e545c2050a5b3f79a2ae7565,flyer_open,2015666,1344,2018-10-01 15:45:06-04:00
56,2018-10-01 11:12:23-04:00,010c384fb45a8ab5214257d64fe8f276de1ef174e545c2050a5b3f79a2ae7565,flyer_open,2004911,2345,2018-10-01 11:17:23-04:00
57,2018-10-01 11:59:23-04:00,010c384fb45a8ab5214257d64fe8f276de1ef174e545c2050a5b3f79a2ae7565,shopping_list_open,,,2018-10-01 12:02:23-04:00
58,2018-10-01 09:21:11-04:00,015651b9387e4526d8b34c69bb3c254a22b77ea8afd15c29b88d33f5df10c4d3,flyer_open,1983105,2036,2018-10-01 09:28:11-04:00
59,2018-10-01 09:14:06-04:00,015651b9387e4526d8b34c69bb3c254a22b77ea8afd15c29b88d33f5df10c4d3,flyer_open,2009585,2066,2018-10-01 09:17:06-04:00
60,2018-10-01 15:12:06-04:00,015651b9387e4526d8b34c69bb3c254a22b77ea8afd15c29b88d33f5df10c4d3,flyer_open,1985361,2266,2018-10-01 15:20:06-04:00
61,2018-10-01 11:30:28-04:00,015651b9387e4526d8b34c69bb3c254a22b77ea8afd15c29b88d33f5df10c4d3,flyer_open,1985386,2266,2018-10-01 11:37:28-04:00
62,2018-10-01 23:20:11-04:00,015651b9387e4526d8b34c69bb3c254a22b77ea8afd15c29b88d33f5df10c4d3,flyer_open,2016316,2268,2018-10-01 23:26:11-04:00
63,2018-10-01 01:02:55-04:00,015651b9387e4526d8b34c69bb3c254a22b77ea8afd15c29b88d33f5df10c4d3,flyer_open,1985524,234,2018-10-01 01:08:55-04:00
64,2018-10-01 01:24:28-04:00,015651b9387e4526d8b34c69bb3c254a22b77ea8afd15c29b88d33f5df10c4d3,flyer_open,1998360,2432,2018-10-01 01:30:28-04:00
65,2018-10-01 11:34:16-04:00,015651b9387e4526d8b34c69bb3c254a22b77ea8afd15c29b88d33f5df10c4d3,flyer_open,1985812,2453,2018-10-01 11:36:16-04:00
66,2018-10-01 13:28:30-04:00,015651b9387e4526d8b34c69bb3c254a22b77ea8afd15c29b88d33f5df10c4d3,flyer_open,2022480,246,2018-10-01 13:34:30-04:00
67,2018-10-01 08:39:31-04:00,015651b9387e4526d8b34c69bb3c254a22b77ea8afd15c29b88d33f5df10c4d3,flyer_open,1988330,2534,2018-10-01 08:45:31-04:00
68,2018-10-01 19:40:54-04:00,015651b9387e4526d8b34c69bb3c254a22b77ea8afd15c29b88d33f5df10c4d3,flyer_open,2016436,2609,2018-10-01 19:48:54-04:00
69,2018-10-01 01:02:30-04:00,015651b9387e4526d8b34c69bb3c254a22b77ea8afd15c29b88d33f5df10c4d3,flyer_open,1989605,2681,2018-10-01 01:05:30-04:00
70,2018-10-01 15:59:08-04:00,015651b9387e4526d8b34c69bb3c254a22b77ea8afd15c29b88d33f5df10c4d3,list_flyers,,,2018-10-01 16:05:08-04:00
71,2018-10-01 11:33:56-04:00,017c392a1cb14e17b91109966dc05b943fa7c5d29dd7cce41ba8bbe0d0234783,item_open,%3Cnull%3G,246,2018-10-01 11:35:56-04:00
72,2018-10-01 16:38:49-04:00,017c392a1cb14e17b91109966dc05b943fa7c5d29dd7cce41ba8bbe0d0234783,flyer_open,2016439,2609,2018-10-01 16:39:49-04:00
73,2018-10-01 16:14:12-04:00,017c392a1cb14e17b91109966dc05b943fa7c5d29dd7cce41ba8bbe0d0234783,shopping_list_open,,,2018-10-01 16:19:12-04:00
74,2018-10-01 16:22:26-04:00,01ad3cb18ee96d64ac61c82cc40968f0ffc4e39b9c44803289b0f20106b8a895,flyer_open,2025868,1391,2018-10-01 16:31:26-04:00
75,2018-10-01 08:05:45-04:00,01ad3cb18ee96d64ac61c82cc40968f0ffc4e39b9c44803289b0f20106b8a895,flyer_open,1988506,2610,2018-10-01 08:11:45-04:00
76,2018-10-01 16:34:36-04:00,01ad3cb18ee96d64ac61c82cc40968f0ffc4e39b9c44803289b0f20106b8a895,shopping_list_open,,,2018-10-01 16:43:36-04:00
77,2018-10-01 11:36:55-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,flyer_open,1968003,1344,2018-10-01 11:37:55-04:00
78,2018-10-01 11:36:38-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,flyer_open,2014034,2065,2018-10-01 11:43:38-04:00
79,2018-10-01 11:34:28-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,favorite,,2163,2018-10-01 11:40:28-04:00
80,2018-10-01 11:48:33-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,flyer_open,1994962,221,2018-10-01 11:52:33-04:00
81,2018-10-01 10:59:12-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,flyer_open,1994968,221,2018-10-01 11:03:12-04:00
82,2018-10-01 11:40:40-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,item_open,2008662,2350,2018-10-01 11:44:40-04:00
83,2018-10-01 11:25:30-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,flyer_open,1983424,2366,2018-10-01 11:29:30-04:00
84,2018-10-01 11:36:43-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,flyer_open,2019160,246,2018-10-01 11:42:43-04:00
85,2018-10-01 11:34:39-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,flyer_open,1966452,2463,2018-10-01 11:37:39-04:00
86,2018-10-01 04:36:49-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,flyer_open,1966952,2626,2018-10-01 04:43:49-04:00
87,2018-10-01 06:15:21-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,flyer_open,1986802,3384,2018-10-01 06:17:21-04:00
88,2018-10-01 10:58:20-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,flyer_open,2005365,3561,2018-10-01 11:02:20-04:00
89,2018-10-01 11:22:02-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,favorite,,5263,2018-10-01 11:28:02-04:00
90,2018-10-01 11:41:43-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,flyer_open,1960618,5622,2018-10-01 11:48:43-04:00
91,2018-10-01 11:33:35-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,flyer_open,1981131,819,2018-10-01 11:40:35-04:00
92,2018-10-01 13:34:04-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,shopping_list_open,,,2018-10-01 13:43:04-04:00
93,2018-10-01 20:29:49-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,list_flyers,,,2018-10-01 20:35:49-04:00
94,2018-10-01 13:28:56-04:00,01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,list_flyers,,,2018-10-01 13:32:56-04:00
95,2018-10-01 11:52:50-04:00,0234e7b79d0c78486d6f5158eff1ae12a695de901566a353f8ca44833f59f1be,flyer_open,2005336,2085,2018-10-01 12:01:50-04:00
96,2018-10-01 11:35:36-04:00,0234e7b79d0c78486d6f5158eff1ae12a695de901566a353f8ca44833f59f1be,flyer_open,1960618,5622,2018-10-01 11:43:36-04:00
97,2018-10-01 12:24:06-04:00,025430e331b440f8f819cb39e1987f01d4af4ac21b9c66518a7a8abef4c60174,flyer_open,1985524,234,2018-10-01 12:27:06-04:00
98,2018-10-01 11:56:46-04:00,026c266369b23a73a546871c2dd7c633157694e21c0b9b32834a97a1db155ebb,flyer_open,2009693,2066,2018-10-01 11:58:46-04:00
99,2018-10-01 06:41:18-04:00,026c266369b23a73a546871c2dd7c633157694e21c0b9b32834a97a1db155ebb,flyer_open,1949399,2163,2018-10-01 06:49:18-04:00
100,2018-10-01 11:20:15-04:00,026c266369b23a73a546871c2dd7c633157694e21c0b9b32834a97a1db155ebb,flyer_open,1993333,2188,2018-10-01 11:28:15-04:00
101,2018-10-01 10:31:59-04:00,026c266369b23a73a546871c2dd7c633157694e21c0b9b32834a97a1db155ebb,flyer_open,2020003,2230,2018-10-01 10:37:59-04:00
102,2018-10-01 20:36:09-04:00,026c266369b23a73a546871c2dd7c633157694e21c0b9b32834a97a1db155ebb,flyer_open,2016315,2268,2018-10-01 20:37:09-04:00
103,2018-10-01 18:31:41-04:00,026c266369b23a73a546871c2dd7c633157694e21c0b9b32834a97a1db155ebb,flyer_open,2004911,2345,2018-10-01 18:34:41-04:00
104,2018-10-01 13:35:51-04:00,026c266369b23a73a546871c2dd7c633157694e21c0b9b32834a97a1db155ebb,flyer_open,2000563,246,2018-10-01 13:36:51-04:00
105,2018-10-01 10:31:30-04:00,026c266369b23a73a546871c2dd7c633157694e21c0b9b32834a97a1db155ebb,flyer_open,1998183,2480,2018-10-01 10:32:30-04:00
106,2018-10-01 09:38:28-04:00,026c266369b23a73a546871c2dd7c633157694e21c0b9b32834a97a1db155ebb,flyer_open,1960369,2484,2018-10-01 09:45:28-04:00
107,2018-10-01 13:43:06-04:00,026c266369b23a73a546871c2dd7c633157694e21c0b9b32834a97a1db155ebb,flyer_open,2000243,2533,2018-10-01 13:44:06-04:00
108,2018-10-01 09:40:09-04:00,026c266369b23a73a546871c2dd7c633157694e21c0b9b32834a97a1db155ebb,flyer_open,2026193,2556,2018-10-01 09:41:09-04:00
109,2018-10-01 13:25:18-04:00,026c266369b23a73a546871c2dd7c633157694e21c0b9b32834a97a1db155ebb,flyer_open,2015606,312,2018-10-01 13:32:18-04:00
110,2018-10-01 22:55:44-04:00,028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,flyer_open,1994546,2008,2018-10-01 23:01:44-04:00
111,2018-10-01 16:26:26-04:00,028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,flyer_open,1985346,2266,2018-10-01 16:31:26-04:00
112,2018-10-01 11:35:06-04:00,028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,flyer_open,2016313,2268,2018-10-01 11:39:06-04:00
113,2018-10-01 11:35:59-04:00,028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,flyer_open,2016315,2268,2018-10-01 11:36:59-04:00
114,2018-10-01 18:06:26-04:00,028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,flyer_open,2005529,2280,2018-10-01 18:15:26-04:00
115,2018-10-01 11:39:29-04:00,028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,flyer_open,2000664,2282,2018-10-01 11:43:29-04:00
116,2018-10-01 11:36:00-04:00,028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,flyer_open,2002543,2284,2018-10-01 11:43:00-04:00
117,2018-10-01 08:26:26-04:00,028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,flyer_open,2008663,2350,2018-10-01 08:30:26-04:00
118,2018-10-01 12:20:18-04:00,028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,flyer_open,1983464,2366,2018-10-01 12:25:18-04:00
119,2018-10-01 18:28:12-04:00,028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,flyer_open,2020004,245,2018-10-01 18:29:12-04:00
120,2018-10-01 22:51:16-04:00,028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,flyer_open,1960368,2484,2018-10-01 22:56:16-04:00
121,2018-10-01 11:31:24-04:00,028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,flyer_open,1981262,3539,2018-10-01 11:40:24-04:00
122,2018-10-01 11:34:42-04:00,028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,flyer_open,1963249,3553,2018-10-01 11:42:42-04:00
123,2018-10-01 11:30:21-04:00,028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,flyer_open,2000623,4605,2018-10-01 11:37:21-04:00
124,2018-10-01 16:03:49-04:00,028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,flyer_open,2008686,4655,2018-10-01 16:08:49-04:00
125,2018-10-01 16:15:43-04:00,028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,shopping_list_open,,,2018-10-01 16:16:43-04:00
126,2018-10-01 16:41:52-04:00,028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,shopping_list_open,,,2018-10-01 16:42:52-04:00
127,2018-10-01 22:00:40-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,flyer_open,1968001,1344,2018-10-01 22:07:40-04:00
128,2018-10-01 10:06:29-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,flyer_open,1983122,2028,2018-10-01 10:14:29-04:00
129,2018-10-01 11:36:56-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,flyer_open,2009615,2066,2018-10-01 11:39:56-04:00
130,2018-10-01 11:02:24-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,flyer_open,1949399,2163,2018-10-01 11:07:24-04:00
131,2018-10-01 11:35:01-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,flyer_open,1995086,2230,2018-10-01 11:42:01-04:00
132,2018-10-01 11:19:51-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,flyer_open,2016315,2268,2018-10-01 11:27:51-04:00
133,2018-10-01 22:11:42-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,flyer_open,2005529,2280,2018-10-01 22:15:42-04:00
134,2018-10-01 10:05:01-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,flyer_open,2009331,2282,2018-10-01 10:08:01-04:00
135,2018-10-01 10:36:25-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,flyer_open,1981285,233,2018-10-01 10:41:25-04:00
136,2018-10-01 10:05:16-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,flyer_open,2008626,2353,2018-10-01 10:08:16-04:00
137,2018-10-01 11:21:11-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,flyer_open,2006609,2354,2018-10-01 11:23:11-04:00
138,2018-10-01 11:35:02-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,flyer_open,1981389,246,2018-10-01 11:37:02-04:00
139,2018-10-01 11:34:09-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,flyer_open,2016439,2609,2018-10-01 11:38:09-04:00
140,2018-10-01 22:04:19-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,flyer_open,1966819,3436,2018-10-01 22:08:19-04:00
141,2018-10-01 22:28:38-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,flyer_open,1985859,454,2018-10-01 22:35:38-04:00
142,2018-10-01 22:18:54-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,flyer_open,2005532,5089,2018-10-01 22:23:54-04:00
143,2018-10-01 11:11:14-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,flyer_open,2022606,5409,2018-10-01 11:20:14-04:00
144,2018-10-01 11:43:13-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,shopping_list_open,,,2018-10-01 11:45:13-04:00
145,2018-10-01 10:35:56-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,shopping_list_open,,,2018-10-01 10:36:56-04:00
146,2018-10-01 11:30:52-04:00,02df4feaf232e953cd17b31f5a0a5e780eac5216ce430af40c804158aac3d7d1,shopping_list_open,,,2018-10-01 11:35:52-04:00
147,2018-10-01 02:43:08-04:00,03055b53e86ee9282af31d46e6c274b3f0b7897f8a3955e90d6e73baa3c62e33,flyer_open,1949399,2163,2018-10-01 02:44:08-04:00
148,2018-10-01 11:34:16-04:00,03055b53e86ee9282af31d46e6c274b3f0b7897f8a3955e90d6e73baa3c62e33,flyer_open,2002494,223,2018-10-01 11:35:16-04:00
149,2018-10-01 12:21:46-04:00,03055b53e86ee9282af31d46e6c274b3f0b7897f8a3955e90d6e73baa3c62e33,flyer_open,2004911,2345,2018-10-01 12:29:46-04:00
150,2018-10-01 09:22:05-04:00,03055b53e86ee9282af31d46e6c274b3f0b7897f8a3955e90d6e73baa3c62e33,flyer_open,2020631,2544,2018-10-01 09:31:05-04:00
151,2018-10-01 10:06:19-04:00,03055b53e86ee9282af31d46e6c274b3f0b7897f8a3955e90d6e73baa3c62e33,flyer_open,1994646,2608,2018-10-01 10:07:19-04:00
